Sat_type,YMD,Start_time,End_time,id,Degree,Coeff,null
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0376e-07; -0.00033699; 0.40766;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.1091e-07; -0.00035326; 0.43971;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,7.6023e-08; -0.00028974; 0.38637;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7268e-08; -0.00026727; 0.40661;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,9.9846e-08; -0.00033206; 0.41081;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.4587e-08; -0.00023977; 0.39259;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0376e-07; -0.00033699; 0.40766;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.1091e-07; -0.00035326; 0.43971;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,7.6023e-08; -0.00028974; 0.38637;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,7.6023e-08; -0.00028974; 0.38637;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7268e-08; -0.00026727; 0.40661;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,9.9846e-08; -0.00033206; 0.41081;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.4587e-08; -0.00023977; 0.39259;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0376e-07; -0.00033699; 0.40766;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.1091e-07; -0.00035326; 0.43971;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,7.6023e-08; -0.00028974; 0.38637;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,7.6023e-08; -0.00028974; 0.38637;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7268e-08; -0.00026727; 0.40661;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,9.9846e-08; -0.00033206; 0.41081;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.4587e-08; -0.00023977; 0.39259;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0376e-07; -0.00033699; 0.40766;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.1091e-07; -0.00035326; 0.43971;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,7.6023e-08; -0.00028974; 0.38637;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7268e-08; -0.00026727; 0.40661;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,9.9846e-08; -0.00033206; 0.41081;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.4587e-08; -0.00023977; 0.39259;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0376e-07; -0.00033699; 0.40766;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.1091e-07; -0.00035326; 0.43971;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,8.4467e-08; -0.00030583; 0.39504;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7896e-08; -0.00026921; 0.40819;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,1.0092e-07; -0.0003345; 0.41231;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.6004e-08; -0.00024352; 0.39527;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0293e-07; -0.00033652; 0.40795;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.0704e-07; -0.00034739; 0.43725;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,8.4467e-08; -0.00030583; 0.39504;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7896e-08; -0.00026921; 0.40819;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,1.0092e-07; -0.0003345; 0.41231;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.6004e-08; -0.00024352; 0.39527;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0293e-07; -0.00033652; 0.40795;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.0704e-07; -0.00034739; 0.43725;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,1.024e-07; -0.000324; 0.41335;,0
SVDNB_npp_d20220628_t1148032_e1149274_b55276_c20220628165736222223_oebc_ops.h5,20220628,t1148032,e1149274,b55276_c20220628165736222223,3,3.8854e-07; -0.0014933; 1.7516;,0
SVDNB_npp_d20220628_t1329034_e1330276_b55277_c20220628184334333318_oebc_ops.h5,20220628,t1329034,e1330276,b55277_c20220628184334333318,3,6.4047e-07; -0.0019131; 1.9604;,0
SVDNB_npp_d20220628_t1330288_e1331530_b55277_c20220628184334333318_oebc_ops.h5,20220628,t1330288,e1331530,b55277_c20220628184334333318,3,2.9819e-07; -0.0013116; 1.6481;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8815e-08; -0.00030676; 0.40208;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9941e-08; -0.00025919; 0.40633;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,9.9709e-08; -0.00031858; 0.41022;,0
SVDNB_npp_d20220628_t1148032_e1149274_b55276_c20220628165736222223_oebc_ops.h5,20220628,t1148032,e1149274,b55276_c20220628165736222223,3,2.4489e-07; -0.00099828; 1.3117;,0
SVDNB_npp_d20220628_t1329034_e1330276_b55277_c20220628184334333318_oebc_ops.h5,20220628,t1329034,e1330276,b55277_c20220628184334333318,3,4.3723e-07; -0.0013332; 1.4883;,0
SVDNB_npp_d20220628_t1330288_e1331530_b55277_c20220628184334333318_oebc_ops.h5,20220628,t1330288,e1331530,b55277_c20220628184334333318,3,1.8147e-07; -0.00086078; 1.2286;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8832e-08; -0.00030678; 0.40209;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9136e-08; -0.00025806; 0.40594;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,9.9709e-08; -0.00031858; 0.41022;,0
SVDNB_npp_d20220628_t1148032_e1149274_b55276_c20220628165736222223_oebc_ops.h5,20220628,t1148032,e1149274,b55276_c20220628165736222223,3,2.4489e-07; -0.00099828; 1.3117;,0
SVDNB_npp_d20220628_t1329034_e1330276_b55277_c20220628184334333318_oebc_ops.h5,20220628,t1329034,e1330276,b55277_c20220628184334333318,3,4.3723e-07; -0.0013332; 1.4883;,0
SVDNB_npp_d20220628_t1330288_e1331530_b55277_c20220628184334333318_oebc_ops.h5,20220628,t1330288,e1331530,b55277_c20220628184334333318,3,1.8147e-07; -0.00086078; 1.2286;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8832e-08; -0.00030678; 0.40209;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9136e-08; -0.00025806; 0.40594;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,1.024e-07; -0.000324; 0.41335;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8815e-08; -0.00030676; 0.40208;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9941e-08; -0.00025919; 0.40633;,0
SVDNB_npp_d20220629_t1310077_e1311319_b55291_c20220629144828128039_oebc_ops.h5,20220629,t1310077,e1311319,b55291_c20220629144828128039,3,9.7406e-08; -0.00031416; 0.4027;,0
SVDNB_npp_d20220629_t1311331_e1312573_b55291_c20220629144840135289_oebc_ops.h5,20220629,t1311331,e1312573,b55291_c20220629144840135289,3,5.905e-08; -0.00028421; 0.41474;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,1.024e-07; -0.000324; 0.41335;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8815e-08; -0.00030676; 0.40208;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9941e-08; -0.00025919; 0.40633;,0
SVDNB_npp_d20220629_t1310077_e1311319_b55291_c20220629144828128039_oebc_ops.h5,20220629,t1310077,e1311319,b55291_c20220629144828128039,3,9.7406e-08; -0.00031416; 0.4027;,0
SVDNB_npp_d20220629_t1311331_e1312573_b55291_c20220629144840135289_oebc_ops.h5,20220629,t1311331,e1312573,b55291_c20220629144840135289,3,5.905e-08; -0.00028421; 0.41474;,0
SVDNB_npp_d20220629_t1320056_e1321297_b55291_c20220629144927620536_oebc_ops.h5,20220629,t1320056,e1321297,b55291_c20220629144927620536,3,6.1737e-08; -0.00024944; 0.32064;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,1.024e-07; -0.000324; 0.41335;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8815e-08; -0.00030676; 0.40208;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9941e-08; -0.00025919; 0.40633;,0
SVDNB_npp_d20220629_t1310077_e1311319_b55291_c20220629144828128039_oebc_ops.h5,20220629,t1310077,e1311319,b55291_c20220629144828128039,3,9.7406e-08; -0.00031416; 0.4027;,0
SVDNB_npp_d20220629_t1311331_e1312573_b55291_c20220629144840135289_oebc_ops.h5,20220629,t1311331,e1312573,b55291_c20220629144840135289,3,5.905e-08; -0.00028421; 0.41474;,0
SVDNB_npp_d20220629_t1320056_e1321297_b55291_c20220629144927620536_oebc_ops.h5,20220629,t1320056,e1321297,b55291_c20220629144927620536,3,6.1737e-08; -0.00024944; 0.32064;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,1.024e-07; -0.000324; 0.41335;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8815e-08; -0.00030676; 0.40208;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9941e-08; -0.00025919; 0.40633;,0
SVDNB_npp_d20220629_t1310077_e1311319_b55291_c20220629144828128039_oebc_ops.h5,20220629,t1310077,e1311319,b55291_c20220629144828128039,3,9.7406e-08; -0.00031416; 0.4027;,0
SVDNB_npp_d20220629_t1311331_e1312573_b55291_c20220629144840135289_oebc_ops.h5,20220629,t1311331,e1312573,b55291_c20220629144840135289,3,5.905e-08; -0.00028421; 0.41474;,0
SVDNB_npp_d20220629_t1320056_e1321297_b55291_c20220629144927620536_oebc_ops.h5,20220629,t1320056,e1321297,b55291_c20220629144927620536,3,6.1737e-08; -0.00024944; 0.32064;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,9.9709e-08; -0.00031858; 0.41022;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8832e-08; -0.00030678; 0.40209;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9136e-08; -0.00025806; 0.40594;,0
SVDNB_npp_d20220629_t1310077_e1311319_b55291_c20220629144828128039_oebc_ops.h5,20220629,t1310077,e1311319,b55291_c20220629144828128039,3,1.0056e-07; -0.00031806; 0.40387;,0
SVDNB_npp_d20220629_t1311331_e1312573_b55291_c20220629144840135289_oebc_ops.h5,20220629,t1311331,e1312573,b55291_c20220629144840135289,3,5.8849e-08; -0.00028389; 0.4146;,0
SVDNB_npp_d20220629_t1320056_e1321297_b55291_c20220629144927620536_oebc_ops.h5,20220629,t1320056,e1321297,b55291_c20220629144927620536,3,6.1737e-08; -0.00024944; 0.32064;,0
SVDNB_npp_d20220627_t1208238_e1209480_b55262_c20220627133759055578_oebc_ops.h5,20220627,t1208238,e1209480,b55262_c20220627133759055578,3,1.024e-07; -0.000324; 0.41335;,0
SVDNB_npp_d20220629_t1129093_e1130335_b55290_c20220629130406883513_oebc_ops.h5,20220629,t1129093,e1130335,b55290_c20220629130406883513,3,7.8815e-08; -0.00030676; 0.40208;,0
SVDNB_npp_d20220629_t1130347_e1131589_b55290_c20220629130411355373_oebc_ops.h5,20220629,t1130347,e1131589,b55290_c20220629130411355373,3,4.9941e-08; -0.00025919; 0.40633;,0
SVDNB_npp_d20220629_t1310077_e1311319_b55291_c20220629144828128039_oebc_ops.h5,20220629,t1310077,e1311319,b55291_c20220629144828128039,3,9.7406e-08; -0.00031416; 0.4027;,0
SVDNB_npp_d20220629_t1311331_e1312573_b55291_c20220629144840135289_oebc_ops.h5,20220629,t1311331,e1312573,b55291_c20220629144840135289,3,5.905e-08; -0.00028421; 0.41474;,0
SVDNB_npp_d20220629_t1320056_e1321297_b55291_c20220629144927620536_oebc_ops.h5,20220629,t1320056,e1321297,b55291_c20220629144927620536,3,6.1737e-08; -0.00024944; 0.32064;,0
SVDNB_npp_d20220429_t1213522_e1215163_b54425_c20220429134423260382_oebc_ops.h5,20220429,t1213522,e1215163,b54425_c20220429134423260382,3,2.0739e-08; -0.00017696; 0.32695;,0
SVDNB_npp_d20220429_t1215176_e1216417_b54425_c20220429134429495668_oebc_ops.h5,20220429,t1215176,e1216417,b54425_c20220429134429495668,3,6.1865e-08; -0.00024537; 0.31053;,0
SVDNB_npp_d20220430_t1156219_e1157461_b54439_c20220430132506535236_oebc_ops.h5,20220430,t1156219,e1157461,b54439_c20220430132506535236,3,6.7364e-08; -0.00025645; 0.31693;,0
SVDNB_npp_d20220430_t1334313_e1335555_b54440_c20220430150901529459_oebc_ops.h5,20220430,t1334313,e1335555,b54440_c20220430150901529459,3,5.6645e-08; -0.0002661; 0.40285;,0
SVDNB_npp_d20220501_t1136008_e1137250_b54453_c20220501130634228571_oebc_ops.h5,20220501,t1136008,e1137250,b54453_c20220501130634228571,3,1.1054e-07; -0.00032807; 0.39249;,0
SVDNB_npp_d20220501_t1137263_e1138504_b54453_c20220501130634300175_oebc_ops.h5,20220501,t1137263,e1138504,b54453_c20220501130634300175,3,6.2149e-08; -0.00024371; 0.3127;,0
SVDNB_npp_d20220429_t1213522_e1215163_b54425_c20220429134423260382_oebc_ops.h5,20220429,t1213522,e1215163,b54425_c20220429134423260382,3,2.0739e-08; -0.00017696; 0.32695;,0
SVDNB_npp_d20220429_t1215176_e1216417_b54425_c20220429134429495668_oebc_ops.h5,20220429,t1215176,e1216417,b54425_c20220429134429495668,3,6.1865e-08; -0.00024537; 0.31053;,0
SVDNB_npp_d20220430_t1156219_e1157461_b54439_c20220430132506535236_oebc_ops.h5,20220430,t1156219,e1157461,b54439_c20220430132506535236,3,6.7364e-08; -0.00025645; 0.31693;,0
SVDNB_npp_d20220430_t1334313_e1335555_b54440_c20220430150901529459_oebc_ops.h5,20220430,t1334313,e1335555,b54440_c20220430150901529459,3,5.6645e-08; -0.0002661; 0.40285;,0
SVDNB_npp_d20220501_t1136008_e1137250_b54453_c20220501130634228571_oebc_ops.h5,20220501,t1136008,e1137250,b54453_c20220501130634228571,3,1.1054e-07; -0.00032807; 0.39249;,0
SVDNB_npp_d20220501_t1137263_e1138504_b54453_c20220501130634300175_oebc_ops.h5,20220501,t1137263,e1138504,b54453_c20220501130634300175,3,6.2149e-08; -0.00024371; 0.3127;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,8.4467e-08; -0.00030583; 0.39504;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7896e-08; -0.00026921; 0.40819;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,1.0092e-07; -0.0003345; 0.41231;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.6004e-08; -0.00024352; 0.39527;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0293e-07; -0.00033652; 0.40795;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.0704e-07; -0.00034739; 0.43725;,0
SVDNB_npp_d20220529_t1250458_e1252100_b54851_c20220529142312957078_oeac_ops.h5,20220529,t1250458,e1252100,b54851_c20220529142312957078,3,8.4467e-08; -0.00030583; 0.39504;,0
SVDNB_npp_d20220529_t1252112_e1253354_b54851_c20220529142318453346_oeac_ops.h5,20220529,t1252112,e1253354,b54851_c20220529142318453346,3,5.7896e-08; -0.00026921; 0.40819;,0
SVDNB_npp_d20220530_t1231501_e1233143_b54865_c20220530140201018039_oeac_ops.h5,20220530,t1231501,e1233143,b54865_c20220530140201018039,3,1.0092e-07; -0.0003345; 0.41231;,0
SVDNB_npp_d20220530_t1233155_e1234397_b54865_c20220530140158500294_oeac_ops.h5,20220530,t1233155,e1234397,b54865_c20220530140158500294,3,4.6004e-08; -0.00024352; 0.39527;,0
SVDNB_npp_d20220531_t1212545_e1214187_b54879_c20220531134403291810_oeac_ops.h5,20220531,t1212545,e1214187,b54879_c20220531134403291810,3,1.0293e-07; -0.00033652; 0.40795;,0
SVDNB_npp_d20220531_t1214199_e1215441_b54879_c20220531134411840837_oeac_ops.h5,20220531,t1214199,e1215441,b54879_c20220531134411840837,3,1.0704e-07; -0.00034739; 0.43725;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220101_t1317252_e1318479_b21355_c20220101140449935181_oeac_ops.h5,20220101,t1317252,e1318479,b21355_c20220101140449935181,3,0; 0; 0;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1117300_e1118527_b21368_c20220102120611543737_oeac_ops.h5,20220102,t1117300,e1118527,b21368_c20220102120611543737,3,0; 0; 0;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1238092_e1239319_b21383_c20220103132437228814_oeac_ops.h5,20220103,t1238092,e1239319,b21383_c20220103132437228814,3,0; 0; 0;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1117300_e1118527_b21368_c20220102120611543737_oeac_ops.h5,20220102,t1117300,e1118527,b21368_c20220102120611543737,3,0; 0; 0;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1238092_e1239319_b21383_c20220103132437228814_oeac_ops.h5,20220103,t1238092,e1239319,b21383_c20220103132437228814,3,0; 0; 0;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1117300_e1118527_b21368_c20220102120611543737_oeac_ops.h5,20220102,t1117300,e1118527,b21368_c20220102120611543737,3,0; 0; 0;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1238092_e1239319_b21383_c20220103132437228814_oeac_ops.h5,20220103,t1238092,e1239319,b21383_c20220103132437228814,3,0; 0; 0;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1117300_e1118527_b21368_c20220102120611543737_oeac_ops.h5,20220102,t1117300,e1118527,b21368_c20220102120611543737,3,0; 0; 0;,0
